name,avg_rating,num_of_reviews,latitude,longitude,zip_code,Delivery,Dine-in,Takeout,Good for kids,Casual,Dinner,Lunch,Monday_open,Tuesday_open,Wednesday_open,Thursday_open,Friday_open,Saturday_open,Sunday_open,Monday_close,Tuesday_close,Wednesday_close,Thursday_close,Friday_close,Saturday_close,Sunday_close
Johnny'S Paradise Pizza,4.6,38,40.886915099999996,-73.3287856,11731,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italini's Pizza & Grill,3.9,38,39.952824799999995,-75.1153255,08102,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papas Pizzeria Inc,4.1,54,42.7499192,-73.3398472,12138,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stewart's Shops,4.4,18,42.707558,-73.92332499999999,12009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crown Fried Chicken,3.2,68,40.6358526,-73.962214,11226,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cugini's Pizza,4.1,187,40.4289786,-74.10686199999999,07758,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Las Americas Pizzeria & Restaurant,4.0,48,40.722202599999996,-74.0474919,07302,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony's Original's Pizzeria,4.4,28,40.638338499999996,-74.0793848,10301,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dino's Pizza & Chicken,3.5,75,40.925996,-74.1650732,07501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All About The Crust 3,4.3,38,39.8510632,-75.0485799,08049,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taste of Dolly's,4.1,118,40.751299599999996,-73.85550909999999,11368,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Love NEW YORK Pizza of Saratoga,3.9,88,43.0773078,-73.78954809999999,12866,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papa Mario's Pizza,4.2,206,39.875419199999996,-75.08315879999999,08035,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campus Inn Pizza,4.7,56,43.0993275,-75.232676,13501,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noel's Pizza 2,4.1,26,40.8625842,-73.9030477,10468,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domino's Pizza,2.7,156,40.667024,-74.118617,07002,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasquale's Cuisine & Pizzeria,4.2,38,40.0637227,-74.54041269999999,08533,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abitino's Pizzería,2.9,84,40.6472475,-73.7906536,11430,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jay's Pizza,4.0,65,43.1027006,-73.5136734,12834,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syosset Pizza,4.2,25,40.823555899999995,-73.50245439999999,11791,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mario's Pizzeria,4.3,73,40.689409399999995,-73.97042429999999,11205,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jules Thin Crust,4.6,37,39.915169,-75.011873,08034,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza Hut Express,3.8,27,40.6541467,-73.5589553,11566,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny's Pizzeria,4.1,27,41.5347442,-73.7347559,12582,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pepe's Deli & Pizza,3.8,28,40.262277,-74.2800156,07728,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slice & Diced Pizzeria,4.0,14,43.0636162,-76.1359689,13208,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roma Pizza,4.7,25,40.6458734,-74.9983718,08802,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rrapi's of Arthur ave pizza,4.7,33,41.3100343,-74.1502616,10926,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nonna's Pizzeria,4.2,58,42.901751,-78.706884,14043,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smitty's Pizza & Subs,4.4,26,42.4687771,-73.4228053,12125,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DiMatteo's Pizza & Pasta,4.4,88,40.076848,-74.042557,08742,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uptown Pizzeria II,4.0,28,40.9487607,-73.9881229,07628,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eliana's Pizzeria & Restaurant,4.1,74,41.4959644,-74.0301664,12550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alessandro's Pizzeria,4.2,35,43.0643236,-76.9907948,14489,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franks Pizza And Italian Restaurant,4.2,74,40.7825681,-74.5893564,07945,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bonilla's Pizza,4.9,38,40.7564995,-73.3749186,11798,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papa John's Pizza,3.5,178,40.8428499,-73.88621859999999,10460,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domino's Pizza,3.6,78,40.073882399999995,-74.0789972,08742,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
King Pizza & Pasta,4.3,18,40.6827646,-73.9643203,11238,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edesia Restaurant Inc.,4.6,47,40.7778065,-73.1094947,11716,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harway Pizza Gyro Falafel,4.4,88,40.5877201,-73.9838968,11214,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sicilian Delight,4.3,28,41.625486699999996,-73.9209594,12601,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venecias Pizzeria,4.0,36,40.909352999999996,-73.781269,10801,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timothy's Pizzeria,4.5,48,40.8869639,-73.3662875,11721,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony Pizza Shop,3.7,38,40.8165902,-73.8969637,10459,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pronto Pizza Market,4.6,38,40.812492299999995,-73.49401089999999,11791,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meisner's Deli & Pizzeria,3.7,128,42.8643463,-78.2723664,14011,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza Hut Express,3.8,25,40.683374799999996,-73.35293759999999,11757,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ferrulli's Pizza,4.4,95,40.810855499999995,-74.149847,07110,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mario's Pizzeria of Levittown,4.3,33,40.7258851,-73.5065631,11756,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fior D'Italia Food Center,4.3,58,40.711045,-74.28210399999999,07083,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goodfellas Pizza Shack,4.4,57,40.8343883,-73.8795569,10472,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza Stop Kenilworth,4.4,76,40.6693741,-74.28155269999999,07033,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grano Pizzeria & Italian Tavern,4.7,58,40.6500558,-74.39688869999999,07076,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Royal,4.0,56,40.6551125,-73.8875049,11207,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza & Stuff II,4.0,125,41.504677799999996,-73.9689691,12508,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piesano's Pizzeria and Restaurant,4.5,37,41.0669395,-72.33201489999999,11964,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry's Italian Pizza Bar,4.1,128,40.7591038,-73.978999,10112,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domino's Pizza,4.1,98,40.7144347,-74.3449792,07901,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parkside Pizza & More,4.5,53,42.8927883,-78.66876409999999,14086,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MaMa G's Southgate Pizzeria,3.9,28,42.8283643,-78.7551299,14224,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Pizza Firm,4.0,28,42.9151914,-78.6743189,14086,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crosby's - Little Valley,4.3,34,42.2487436,-78.79845159999999,14755,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza Express,4.0,75,42.098396799999996,-79.3439728,14750,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cugino’s Pizzeria,3.3,66,40.8561155,-73.9677592,07024,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eshal Halal Restaurant,4.5,54,43.106397,-79.049241,14305,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biagio's Pizza & Pasta,3.6,78,40.944517,-74.20476699999999,07470,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sicillian Pizza,3.7,98,39.9290035,-75.0987735,08103,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piccolo Fiore,3.4,24,41.6934016,-74.01432129999999,12528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salerno Pizza Ristorante,4.3,88,40.598834499999995,-74.40119609999999,07080,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flat Iron Pizza,4.2,96,43.0100093,-75.0404087,13357,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasty Fast Food III,3.8,18,40.717583999999995,-73.834816,11375,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Old Fashion Pizzeria,4.4,58,40.7317289,-73.98614359999999,10003,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cedar Grill & Pizza,4.5,88,40.8392153,-74.2750037,07006,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Francos Pizza,4.7,48,41.0240881,-74.2109961,07417,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pop's Pizza,4.2,66,40.8359678,-73.0681704,11779,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gigi's Cafe & keke's pizzeria,4.5,58,40.5100828,-74.2439936,10307,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Up the creek cafe,4.9,44,41.2763753,-74.65197669999999,07461,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vinny & Son Pizza (Andover),4.8,87,40.993209799999995,-74.7430191,07821,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papi's,4.3,36,40.8494017,-73.93336579999999,10033,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viiza,4.2,33,40.63866,-74.005901,11220,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foschini's Brick Oven Kitchen,4.3,128,40.940417,-73.99286099999999,07628,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Jimmy's Pizza,3.5,58,40.715489,-73.388759,11704,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mario's Pizza II,3.9,155,40.82416,-73.893653,10459,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mamma Lucia's Pizza & Grill,3.8,35,39.941663,-74.07385,08751,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carol's Organic Eatery- Vegan Vegetarian - Moving To A New Location,4.7,38,39.568475,-74.2363936,08008,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maya's Restaurant & Pizzeria,4.5,117,40.4944448,-74.46453799999999,08873,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe and Anthony's Pizza,4.5,94,40.8822307,-74.7075079,07836,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Caesars Pizza,3.5,38,43.561687,-76.12608999999999,13142,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giovanni's Pizza,3.7,94,40.5154412,-74.2757905,08861,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Settebello,4.4,38,40.71425,-73.94963299999999,11211,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jr. Bella's Pizza & Pasta,4.1,48,40.6388484,-73.96897589999999,11218,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Pizza Place,4.1,98,40.7073891,-73.7520455,11412,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza Chef,4.2,74,40.885631,-73.910243,10463,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angelo's Deli-Bakery-Pizza,4.2,28,40.9597969,-72.8094646,11792,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santo Pizzeria & Ristorante,4.5,56,41.8586227,-73.5512743,12501,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Caesars Pizza,3.8,158,40.846283199999995,-73.89240079999999,10457,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Masa empanadas & pizza,4.7,38,40.7117352,-73.9411593,11211,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Famous Pizza Park,3.8,48,40.5970723,-73.974394,11223,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleasant Ridge II Restaurant,4.0,24,41.5073599,-73.97369549999999,12508,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Previti Pizza & Papazzio Dining - East,4.3,28,40.752717,-73.65979899999999,11040,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domino's Pizza,3.7,58,40.867660799999996,-72.54906,11946,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crown Halal Chicken & Pizza,3.4,38,40.6859968,-73.95055889999999,11216,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marina's,4.3,58,39.823605099999995,-75.16036679999999,08097,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Oven Restaurant & Pizza,4.0,78,39.9637537,-74.06979729999999,08735,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRANCESCO’S PIZZA,4.6,38,40.5888202,-73.65943349999999,11561,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papa John's Pizza,3.3,144,40.7395439,-73.9246473,11104,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiny's Pizza & Pasta,3.8,217,40.8309743,-73.91664089999999,10456,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dario Pizza Pasta Panini,4.3,88,39.990789199999995,-74.1775227,08753,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italian Time Pizza,4.4,38,41.0095939,-74.1198787,07463,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jo Jo Pizza #2,3.7,47,40.8446259,-73.8820712,10460,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lo Chiatto's Pizzeria,4.7,88,40.5154083,-74.3786472,08817,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandy's Deli,4.1,128,44.99223,-73.36381,12979,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pudgie's Pizza Pasta & Subs,3.5,18,43.0419985,-76.1029953,13224,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bella Pizza II,4.4,34,40.5167073,-74.4883333,08873,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riverdale Pie Guys,4.1,58,40.905297,-73.89787,10471,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Si Mangia,4.5,87,40.4720972,-74.3406378,08872,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frank's Trattoria,4.1,78,40.849073,-74.296325,07006,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza Hut Express,3.8,18,40.7635295,-73.3295466,11729,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony's Pizza Town,3.6,178,40.1466388,-74.7010085,08505,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pennella's Restaurant & Pizzeria,4.2,88,40.856181199999995,-74.14312,07055,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dough Vale,4.9,128,40.709205399999995,-73.9541443,11211,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fire Crust,4.5,36,43.1937212,-77.5011155,14580,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza Hut,3.4,68,42.6772455,-73.8231093,12203,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sbarro,2.6,18,39.9795093,-74.1779523,08753,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 Brothers Pizza Of Glen Cove,4.1,88,40.8720143,-73.6241165,11542,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Brunswick Pizza,3.7,98,40.434424,-74.4898589,08902,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sylvio's Pizzeria,4.3,84,43.2603362,-77.61236149999999,14612,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Main Street Pizza Company,4.3,48,40.7322305,-73.4459546,11735,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domino's Pizza,4.2,28,43.332225099999995,-73.6771703,12804,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luigi's Original Pizza,3.7,68,40.0067944,-74.2157853,08755,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goshen Pizza Tomato Pie,4.1,38,41.400924599999996,-74.3302078,10924,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washburn's General Store,4.4,73,44.3325503,-75.4733971,13642,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sal's Pizza & Pasta,4.2,28,41.171625999999996,-73.865053,10562,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza World,4.6,118,43.1607067,-73.33518389999999,12865,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Cristiano's Pizza,4.4,128,41.576436099999995,-73.9099583,12590,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Yard - Brick Oven Pizza,4.7,76,40.774885,-73.913365,11105,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portofino Pizza (Stefanos),4.7,78,40.550779299999995,-74.210578,10309,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAMILY Pizza,3.6,55,40.6102312,-73.92216909999999,11234,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr Pizza,4.1,67,40.8361635,-73.8600089,10462,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lorenzo's,4.7,25,40.8570706,-73.6195132,11542,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York Pizza & Restaurant - UNDER NEW OWNERSHIP,4.3,28,41.412403,-73.66484799999999,10512,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhythm & Spirits,4.6,74,39.3600266,-74.4265042,08401,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roma Pizzeria,4.0,107,41.0193908,-72.48179669999999,11935,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza fun,4.9,92,40.0923848,-74.213315,08701,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mama Teresa Pizzeria,4.2,48,40.8512273,-73.3662773,11743,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mimmo's Pizza,4.1,138,39.847566799999996,-74.195953,08731,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Italy Pizza,4.4,88,39.840331,-74.19207899999999,08731,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kinnelon Pizza Pasta Cafe,3.8,58,41.002907,-74.361285,07405,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7 BROTHERS PIZZA,4.5,58,40.2026675,-74.73918189999999,08610,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Fire Spot,4.6,128,40.726685599999996,-73.71650439999999,11426,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aurora Pizza,4.2,48,40.6138889,-73.9997222,11214,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Frankie's Restaurant,3.9,26,40.7904458,-74.1321857,07031,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Classic Pizza Pie,3.8,38,39.4475215,-74.7593129,08330,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scardinos Pizzeria & Restaurant,4.4,18,40.8734926,-74.0866467,07644,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pizza Twist - Hicksville, NY",4.0,48,40.778172,-73.5283583,11801,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chop's Shop Pizzeria,4.6,68,43.1958853,-78.5732568,14067,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Two Brothers,4.2,38,42.337305799999996,-75.1666225,13775,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nucci's PERMENTLY CLOSED,3.8,28,40.6297035,-74.10970309999999,10310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Dorp Pizzeria,4.3,65,40.5732692,-74.1152226,10306,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rocco's,4.0,115,40.9305988,-73.033031,11766,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amore Pizzeria,3.3,47,41.3697476,-73.9661349,10928,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TJ's Family Pizzeria,4.2,58,39.854533599999996,-75.00698299999999,08043,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18E. Gunhill Pizza,4.4,48,40.882124,-73.8808339,10467,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salvatore's Old Fashioned Pizzeria,4.1,58,43.1319194,-77.4429911,14526,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mama's Pizza Grille & Bistro,4.5,198,39.979027699999996,-74.8676741,08054,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stewart's Shops,4.4,25,42.8198,-73.77065,12065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaziel,4.1,24,40.727909,-73.70657,11001,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony's Pizza,4.4,128,39.7187625,-75.07701109999999,08080,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vegan360Nyc,3.6,58,40.690805999999995,-73.814121,11419,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puzo's,4.5,58,40.952796,-74.189729,07508,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andiamo Pizzeria,4.4,28,40.8660941,-73.3220147,11731,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sbarro,3.2,18,42.6893175,-73.8498627,12203,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cinema Pizza,4.7,113,41.4750929,-74.023421,12553,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papa Geno's Pizza,4.4,28,42.811968,-78.721407,14224,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renaissance Express,4.6,38,40.608893699999996,-73.9584608,11229,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralph’s Pizza,4.6,168,39.8826495,-75.05783679999999,08035,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Best Pizza & Chicken,4.4,68,40.609926099999996,-73.98426529999999,11204,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lombardo's Pizzeria Plus II,4.5,44,43.0120887,-75.02992239999999,13357,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
