name,street_address,zip_code,avg_rating,num_of_reviews,price,Monday_open,Monday_close,Tuesday_open,Tuesday_close,Wednesday_open,Wednesday_close,Thursday_open,Thursday_close,Friday_open,Friday_close,Saturday_open,Saturday_close,Sunday_open,Sunday_close,Delivery,Dine-in,Takeout,Good for kids,Casual,Dinner,Lunch
Charles Pizzeria,4910 5th Ave,11220,4.5,218.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Fratelli Pizzeria,27 Seguine Ave,10309,4.3,38.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,12.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Rocky Point Pizza,279 NY-25A,11778,4.2,148.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Anthony's,799 Stanley Ave,11207,4.0,88.0,1.0,6.0,17.0,6.0,17.0,6.0,17.0,6.0,17.0,6.0,17.0,7.0,17.0,7.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Primavera Pizza,761 Morris Park Ave,10462,4.7,228.0,1.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AJ's Pizzeria,3563 NY-43,12196,4.3,185.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Papa John's Pizza,446 Market St #A,07663,3.9,98.0,1.0,11.0,23.0,11.0,1.0,11.0,1.0,11.0,1.0,11.0,2.0,11.0,2.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Europa Pizza & Italian Restaurant,24369 W Main St,08022,4.7,108.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,12.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Pizza Mia Pasta,14 Thiells Mt Ivy Rd #9,10970,3.8,76.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,12.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Crosby's - Chestnut Ridge,7084 Chestnut Ridge Rd,14094,4.3,128.0,1.0,6.0,22.0,6.0,22.0,6.0,22.0,6.0,22.0,6.0,22.0,6.0,22.0,6.0,22.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
Natalie's Pizza,87-56 Parsons Blvd,11432,4.2,68.0,1.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
Mario's,6424 14th Ave,11219,3.8,137.0,1.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,0.0,11.0,0.0,12.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Franco's - Allegro Italian & Mexican Food,771 Brooklyn Ave,11510,4.1,78.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,12.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Papa John's Pizza,516 High St,08060,3.3,78.0,1.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,0.0,11.0,0.0,11.0,23.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
Famous Original Ray's Pizza,1827 2nd Ave,10128,3.3,78.0,1.0,11.0,2.0,11.0,2.0,11.0,2.0,11.0,2.0,11.0,4.0,11.0,4.0,11.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Sapore Fino Pizzeria,400 Horseblock Road,11738,4.1,117.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Angelo's Pizza,41 Lafayette Rd,08863,4.1,118.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Tony Soprano's Pizza,826 Haddonfield Rd,08002,3.9,98.0,2.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,20.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Old Lorenzos Pizza,301 Jackson St,07030,3.7,118.0,2.0,10.0,1.0,10.0,1.0,10.0,1.0,10.0,1.0,10.0,2.0,10.0,2.0,10.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Sibora's Pizza and Mediterranean Grill,204 Main St,07035,4.3,108.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Fat Daddy's Steaks & Pizza,1516 Bayshore Rd,08251,4.1,38.0,2.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Papa John's Pizza,45 Fort Dix St,08562,3.4,78.0,1.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,0.0,11.0,0.0,11.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Pizza Express,2100 Washington St,14701,3.9,118.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Anthony's Restaurant-Pizzeria,857 Mill Creek Rd,08050,4.6,128.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Natale's Italian Restaurant,56 Payne Rd,08833,4.3,86.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gus's Pizzeria & Texas Weiners,54 S Broadway,08070,4.3,207.0,1.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,0.0,10.0,0.0,11.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Mannino's Pizza Palace,205 Front St,08318,4.4,58.0,2.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
J'S Pizza,98 7th Ave,10011,4.2,198.0,2.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Papa John's Pizza,5804 5th Ave,11220,3.2,174.0,1.0,11.0,1.0,11.0,1.0,11.0,1.0,11.0,1.0,11.0,2.0,11.0,2.0,11.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Portofinos Pizza & Pasta,983 NY-22,10509,4.2,87.0,1.0,10.0,21.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,11.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Papa John's Pizza,3929 White Plains Rd,10466,3.4,238.0,1.0,11.0,2.0,11.0,2.0,11.0,2.0,11.0,2.0,11.0,3.0,11.0,3.0,11.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Papa John's Pizza,724 Grand St,07304,3.7,218.0,1.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,1.0,10.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
sLICe Astoria Pizzeria,37-08 30th Ave,11103,4.2,175.0,1.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,2.0,11.0,2.0,11.0,23.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
My Favorite Pizza Place,1745 E Main St,10547,3.7,76.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Roberto's Pizza,125 Avon Ave,07108,4.0,124.0,2.0,9.0,21.0,9.0,21.0,9.0,21.0,9.0,21.0,9.0,21.0,9.0,21.0,9.0,19.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Pino’s Pizzeria & Family Restaurant,51 Burnett Blvd,12603,4.6,68.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,12.0,22.0,12.0,20.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Rosario's Pizzeria East Utica,1803 Welshbush Rd,13501,4.4,354.0,1.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Jumbo,3594 Broadway,10031,4.4,178.0,1.0,8.0,22.0,8.0,22.0,8.0,22.0,8.0,22.0,8.0,22.0,8.0,22.0,8.0,22.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
Pizza Wings & Things,1693 Quaker Rd,14012,4.5,228.0,1.0,12.0,22.0,12.0,22.0,12.0,22.0,12.0,22.0,12.0,22.0,12.0,22.0,12.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Papa John's Pizza,3106 NY-22,12563,3.8,58.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,11.0,22.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Linda's Pizzeria & Italian,136 S Main St,08731,4.3,98.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,12.0,22.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Pizza & Stuff,50 Elm St,12524,4.5,175.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brennie's Pizzeria,86 Vineyard Ave,12528,4.1,68.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
La Sorrentina,6524 11th Ave,11219,4.2,306.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Esposito's Pizza,233 E Main St,08736,4.6,178.0,2.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Papa John's Pizza,1013 Broad St,07102,3.4,192.0,1.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,1.0,10.0,1.0,10.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
Uno Chicago Grill,7724 Pittsford Victor Rd,14564,4.0,218.0,2.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,0.0,11.0,0.0,11.0,23.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Little Caesars Pizza,5501 Bartell Rd,13029,3.2,158.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Pizza Plus,5 Main St,13316,4.1,47.0,2.0,14.0,21.0,14.0,21.0,11.0,21.0,11.0,22.0,11.0,23.0,11.0,23.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Roberto's Pizza Cafe,179 Franklin St,07109,4.0,247.0,1.0,11.0,19.0,11.0,19.0,11.0,19.0,11.0,19.0,11.0,20.0,11.0,20.0,11.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Tavolo Kitchen + Pizza,1919 Wantagh Ave,11793,4.5,204.0,2.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,21.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Olivia's Trattoria & Artisan Pizza,4 Prospect Ave,07739,4.6,115.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Romeo's Pizza,130 Route 33 West. Andee Plaza,07726,4.4,248.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Little Caesars Pizza,2537 Decatur Ave,10458,4.0,257.0,1.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,0.0,11.0,0.0,11.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Zip's Wiseguys on Hertel,1341 Hertel Ave,14216,2.6,38.0,2.0,15.0,3.0,15.0,3.0,15.0,3.0,15.0,3.0,15.0,3.0,11.0,3.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pazzo Ristorante and Wood Fired Pizzeria,6278 NY-25A,11792,4.4,212.0,2.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Papa John's Pizza,104 Haddon Ave,08108,3.6,53.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,11.0,22.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Zesty Pizzeria,1670 3rd Ave,10128,4.3,147.0,1.0,9.0,22.0,9.0,22.0,9.0,22.0,9.0,22.0,9.0,22.0,9.0,22.0,9.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Pizza Mia,40 Jersey Ave,08901,4.3,135.0,1.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,23.0,10.0,23.0,10.0,23.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Pizza Margherita,704 Freedom Plains Rd,12603,4.4,104.0,2.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Pizza Mia,176 Windsor Hwy # 600,12553,4.5,138.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,11.0,22.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Phillippo's Pizza,1053 Raritan Rd,07066,4.4,192.0,2.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,23.0,10.0,23.0,12.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
North End Pizza,759 Jackson Ave,07201,4.0,153.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,12.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
La Piazza Pizzeria & Restaurant,1445 Richmond Ave,10314,4.2,218.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,12.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Domino's Pizza,9 Cooper St,11702,3.6,118.0,1.0,11.0,1.0,11.0,1.0,11.0,1.0,11.0,1.0,11.0,2.0,11.0,2.0,11.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Rustic Wheelhouse Restaurant,39 Main St,10918,4.5,333.0,2.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Panatieri's Piscataway,1297 Centennial Ave,08854,4.0,147.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,12.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brother's Pizza II Cape May,102 Sunset Blvd,08204,3.9,198.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Mama Leona Pizza,249 Central Ave,07307,3.8,98.0,2.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Domino's Pizza,104 School St,11542,3.6,146.0,1.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,1.0,10.0,1.0,22.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Domino's Pizza,75 Sunset Rd,08046,2.7,258.0,1.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,1.0,10.0,1.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Tony's Pizza Delight,1331 Magie Ave,07083,4.6,68.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,20.0,11.0,22.0,12.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Goody's Pizza & Grill,1204 US-130,08077,3.5,108.0,3.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,23.0,10.0,23.0,12.0,22.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Tony's Pizza of Yorkville,2115 Whitesboro St,13502,4.3,173.0,1.0,11.0,19.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Italy's Best III,984 NJ-166,08753,4.4,125.0,2.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Mario's Pizza Restaurant,118 Mamaroneck Ave,10601,4.1,275.0,1.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,1.0,11.0,1.0,11.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Little Caesars Pizza,535 Utica Ave,11203,3.8,157.0,1.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,0.0,11.0,0.0,11.0,23.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Little Caesars Pizza,237-05 Linden Blvd,11003,3.7,64.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Pelham Primo Pizzeria,691 E Lincoln Ave,10552,4.3,65.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,12.0,22.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Scala Pizza,41 W Grand St,10552,4.2,158.0,1.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Toskana Pizzeria Restaurant,348 Great Neck Rd,11021,4.3,125.0,2.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Paradise Pizza & Pasta,132 W Browning Rd,08031,4.6,147.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,12.0,20.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Nick's Pizza,2405 New Rd,08225,4.4,156.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Crazy Cow Steak & Pizza,996 Woodlane Rd,08010,4.0,148.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,12.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Scale House Brew Pub,23 Cinema Dr #1682,14850,4.3,238.0,1.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,12.0,23.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Pizza Hut,109 Barnerville Rd,12043,3.5,228.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,11.0,22.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Calda Pizzeria & Restaurant,19 Hicksville Rd,11758,4.6,135.0,2.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,11.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Prince Umberto Pizzeria,1910 Wantagh Ave,11793,4.4,73.0,1.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,22.0,10.0,22.0,10.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Pizza Villa,700 2nd St,08085,4.4,106.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,12.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
House of Pizza,"2946, 7447 Maple Ave",08109,4.4,98.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Marvin Mozzeroni's Pizza & Pasta,6548 Anthony Dr,14564,4.2,148.0,2.0,15.0,20.0,10.0,20.0,10.0,20.0,10.0,20.0,10.0,21.0,11.0,21.0,11.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Villa Fresh Italian Kitchen,625 8th Ave,10018,1.9,78.0,2.0,10.0,20.0,10.0,20.0,10.0,20.0,10.0,20.0,10.0,20.0,10.0,20.0,10.0,20.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
Fresh 99 cents pizza,51D Willoughby St,11201,4.3,138.0,1.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,20.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Tony Novante's Pizza and Wing Boss - Best Pizza In Union City Weehawken,4603 Park Ave,07087,3.9,168.0,2.0,11.0,23.0,11.0,23.0,11.0,1.0,11.0,1.0,11.0,1.0,11.0,2.0,11.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Sbarro,100 Laurel Hill Dr,07094,3.5,78.0,1.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,20.0,10.0,20.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
A Touch Of Italy,1187 Grand Ave,11510,4.5,558.0,2.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,23.0,11.0,22.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Benvenuti Pizzeria,235 South End Ave,10280,4.5,138.0,2.0,9.0,21.0,9.0,21.0,9.0,21.0,9.0,21.0,9.0,21.0,9.0,21.0,9.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Enzo's Pizzeria & Restaurant,877 N Stiles St,07036,4.1,78.0,1.0,11.0,22.0,11.0,22.0,11.0,21.0,11.0,22.0,11.0,23.0,11.0,23.0,11.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Gino’s Parlor Of Roslyn,5 Railroad Ave,11576,4.7,118.0,2.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Marvin Mozzeroni's Pizza & Pasta,4350 Culver Rd,14622,4.3,228.0,2.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,0.0,11.0,0.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Steve's Pizza,900 Easton Ave,08873,3.7,57.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Tony D's,3 Hanford Pl,07006,4.7,168.0,1.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,19.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Nova Pizza,1605 Lemoine Ave,07024,4.3,128.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Panico's Restaurant & Bar w/ Brick Oven Pizza,94 Church St,08901,4.1,398.0,2.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,2.0,11.0,2.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Domino's Pizza,10950 Merrick Blvd,11433,2.8,618.0,1.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,22.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Tony's Pizzeria & Restaurant,1216 NJ-109,08204,4.0,136.0,2.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
La Matta Pizza,681 E Evesham Rd,08078,3.9,145.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Tony D's Pizza,271 Center Ave,07675,4.4,128.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Knights Express Pizza & Grill,43A Easton Ave,08901,3.7,208.0,1.0,9.0,3.0,9.0,3.0,9.0,3.0,9.0,3.0,9.0,3.0,9.0,3.0,9.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Uncle Franks Pizza,140 Veterans Plaza,07628,4.5,158.0,2.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Pizza Hut,1751 E Main St,10547,3.6,157.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Domino's Pizza,77 W Main St,11730,3.5,145.0,1.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,1.0,11.0,1.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Pita & Pizza,1635 Islip Ave,11722,4.0,218.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Café Villa,465 Main St,07928,4.1,97.0,2.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,12.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
